-3.413287E-03,-3.790303E-03,-3.65327E-03,-3.344426E-03,-2.480049E-03,-4.000251E-03,-3.522418E-03,-2.546527E-03,-4.322083E-03,-3.114871E-03,1,"1.1",0
-3.370503E-03,-3.764115E-03,-3.649877E-03,-3.289263E-03,-2.419947E-03,-4.02043E-03,-3.553682E-03,-2.606559E-03,-.0043561,-3.145262E-03,2,"3.1",0
-3.378598E-03,-3.761909E-03,-3.625257E-03,-3.287033E-03,-2.413935E-03,-4.044516E-03,-3.559083E-03,-.0026082,-4.316497E-03,-3.11081E-03,3,"5.1",0
-3.352548E-03,-3.748377E-03,-3.640128E-03,-3.28958E-03,-2.394315E-03,-4.031064E-03,-3.571567E-03,-2.597665E-03,-4.347352E-03,-3.151457E-03,4,"7.1",0
-3.401707E-03,-3.759877E-03,-3.655708E-03,-3.298139E-03,-2.393552E-03,-3.989241E-03,-3.534285E-03,-2.547122E-03,-4.348562E-03,-3.142327E-03,5,"9.1",0
-3.369477E-03,-3.766815E-03,-3.646059E-03,-3.293021E-03,-2.397455E-03,-4.05182E-03,-3.564032E-03,-2.636761E-03,-4.362869E-03,-3.12504E-03,6,"11.1",0
-3.334972E-03,-3.771523E-03,-3.62726E-03,-3.288171E-03,-2.381759E-03,-3.984201E-03,-3.614871E-03,-2.577737E-03,-4.355309E-03,-3.122032E-03,7,"13.1",0
-3.384848E-03,-3.756636E-03,-3.645271E-03,-3.265444E-03,-2.430341E-03,-4.041153E-03,-3.561248E-03,-2.584923E-03,-4.33425E-03,-3.145718E-03,8,"15.1",0
-3.387096E-03,-3.76002E-03,-3.64768E-03,-3.314944E-03,-2.397588E-03,-4.044295E-03,-3.540595E-03,-2.607844E-03,-4.333502E-03,-3.090753E-03,9,"17.1",0
-3.366398E-03,-3.804303E-03,-3.647429E-03,-3.290641E-03,-2.399782E-03,-4.017172E-03,-3.556996E-03,-2.587298E-03,-4.352857E-03,-3.117094E-03,10,"19.1",0
-3.385422E-03,-3.785368E-03,-3.647455E-03,-3.260073E-03,-2.386991E-03,-4.027223E-03,-3.585791E-03,-2.598888E-03,-4.367719E-03,-3.151846E-03,11,"21.1",0
-3.391904E-03,-3.741788E-03,-3.651199E-03,-3.29229E-03,-2.384996E-03,-4.025544E-03,-3.527091E-03,-2.610491E-03,-4.359558E-03,-3.13728E-03,12,"23.1",0
-3.372467E-03,-3.799801E-03,-3.635823E-03,-3.25929E-03,-2.313594E-03,-4.03644E-03,-3.523626E-03,-2.576131E-03,-4.355695E-03,-3.108951E-03,13,"25.1",0
-3.355226E-03,-3.770449E-03,-3.654015E-03,-3.324736E-03,-2.408763E-03,-3.996123E-03,-3.559033E-03,-2.631022E-03,-4.358823E-03,-3.135001E-03,14,"27.1",0
-3.390686E-03,-3.766687E-03,-3.61894E-03,-3.253572E-03,-2.401941E-03,-.0040323,-3.537551E-03,-2.576034E-03,-4.301194E-03,-3.101992E-03,15,"29.1",0
-3.362316E-03,-3.789187E-03,-3.623658E-03,-3.287074E-03,-2.391147E-03,-4.018542E-03,-3.554025E-03,-2.600935E-03,-4.337904E-03,-3.118021E-03,16,"31.1",0
.2329935,8.485176E-02,.170862,.1164851,3.206783E-02,-4.001375E-03,-2.104804E-03,-2.376673E-03,-4.06549E-03,-2.942802E-03,17,"33.1",0
1.350642,.5250868,1.037864,.7175282,.1963087,-3.469142E-03,5.041368E-03,-1.238925E-03,-2.471493E-03,-1.900535E-03,18,"35.1",0
1.428376,.5471661,1.090823,.734852,.2056953,-.0033623,5.522658E-03,-1.178768E-03,-2.437448E-03,-1.888458E-03,19,"37.1",0
1.466902,.562399,1.120603,.7569806,.2114556,-3.353095E-03,5.719944E-03,-1.155961E-03,-2.420635E-03,-1.884339E-03,20,"39.1",0
1.468751,.5628848,1.121484,.756652,.2116155,-3.368601E-03,5.632345E-03,-1.180327E-03,-2.447756E-03,-1.904264E-03,21,"41.1",0
1.499896,.5751597,1.146007,.7738497,.2161464,-3.359875E-03,5.800991E-03,-1.169509E-03,-2.454753E-03,-1.91308E-03,22,"43.1",0
1.491509,.5715553,1.138984,.7683421,.2148372,-3.32019E-03,5.695401E-03,-1.212558E-03,-2.489255E-03,-1.928178E-03,23,"45.1",0
1.493105,.5721136,1.1399,.7691224,.2149921,-3.31294E-03,5.699849E-03,-1.211648E-03,-2.507162E-03,-1.932549E-03,24,"47.1",0
1.515634,.5810115,1.157535,.7815923,.2182391,-3.311627E-03,5.773979E-03,-1.21282E-03,-2.502925E-03,-1.944825E-03,25,"49.1",0
1.505929,.5770769,1.149878,.775729,.2167374,-3.325694E-03,5.642161E-03,-1.233513E-03,-2.563894E-03,-1.968415E-03,26,"51.1",0
1.53294,.5877903,1.170807,.7905302,.220812,-3.303214E-03,5.786624E-03,-1.262403E-03,-2.567467E-03,-1.975142E-03,27,"53.1",0
1.557086,.5970002,1.189139,.8027078,.2242946,-3.286508E-03,5.865151E-03,-1.260504E-03,-2.56544E-03,-1.997148E-03,28,"55.1",0
1.573839,.6033147,1.201807,.8109899,.2267019,-3.315177E-03,5.907367E-03,-1.278722E-03,-2.580127E-03,-2.010726E-03,29,"57.1",0
1.580273,.6059256,1.206857,.8146229,.2276735,-3.280328E-03,5.875024E-03,-1.322595E-03,-2.645306E-03,-2.024718E-03,30,"59.1",0
1.586715,.6085132,1.212003,.8182004,.2284718,-3.297683E-03,5.928637E-03,-1.31122E-03,-2.617345E-03,-2.016992E-03,31,"61.1",0
1.563048,.5988939,1.193377,.8050194,.2249667,-3.26466E-03,5.745707E-03,-1.32039E-03,-2.676271E-03,-2.006768E-03,32,"63.1",0
1.554518,.5958176,1.187154,.8011338,.2238396,-3.296259E-03,5.677593E-03,-1.35135E-03,-2.676337E-03,-2.054069E-03,33,"65.1",0
1.524144,.5839119,1.163675,.7846897,.2192341,-3.273922E-03,5.528616E-03,-1.390314E-03,-2.725563E-03,-2.086403E-03,34,"67.1",0
1.489211,.5707369,1.137229,.7669744,.2142411,-3.318754E-03,5.255545E-03,-1.397958E-03,-2.767971E-03,-2.104344E-03,35,"69.1",0
1.461512,.560023,1.115797,.7526495,.2101818,-3.326488E-03,5.040937E-03,-1.459689E-03,-2.806358E-03,-2.130059E-03,36,"71.1",0
1.440234,.5519022,1.099717,.7417322,.2071678,-3.36682E-03,4.921617E-03,-1.488388E-03,-2.869298E-03,-2.165435E-03,37,"73.1",0
1.416957,.5427712,1.081709,.7296653,.2037231,-3.380954E-03,4.766895E-03,-1.470089E-03,-2.850696E-03,-2.175803E-03,38,"75.1",0
